Actual word in English,Actual word in Hindi,Predicted word in Hindi
sawyer,सॉयर,साव्
bhasapa,भासपा,भसपा]
jvaaron,ज्वारों,ज्वारों
sansthita,संस्थिता,संस्थिता
parshdon,पार्षदों,पर्षदों]
pulatskar,पुलत्स्कर,पुलत्सकर]
uthaaeange,उठाएँगे,उठाएंगे
laengee,लाएंगी,लेंगी]
oeeef,ओईएफ,ओईआई
valsad,वलसाड,वालसा
mulon,मूलों,मुलों
putliyan,पुतलियां,पुटलियां
shmil,शमिल,शम्क
riggs,रिग्स,रिग्स
camarillo,कैमेरिलो,कैमारिलो
saflataa,सफ़लता,सफलता]
vinasht,विनष्ट,विनाष्
kping,कपिंग,केपिं
jayalalithaa,जयललिता,जयलिलहत
items,आइटम्स,आईटीएम
soccer,सॉकर,सोसर
asphalt,एस्फाल्ट,अस्फाल्ट
mehrotra,मेहरोत्रा,मेहरोत्रा
chune,चुने,चुने
zarakh,जरख,ज़र
mejbaani,मेज़बानी,मेजबानी]
muflisi,मुफलिसी,मुफलिसी
luna,लूना,लुना
warnavyavasthaavaadiyon,वर्णव्यवस्थावादियों,वर्वनव्यवसावातियोग]
lipaaee,लिपाई,लीपाई
uthni,उठनी,उथ्न
bajaj,बजाज,बजाज
hisarah,हिसारः,हिसराह
dampatiyon,दंपतियों,दम्पतियो
watson,वॉटसन,वाटसन
augustustine,अगस्टाइन,ऑगुस्तुस
pataakshep,पटाक्षेप,पताकप्षे
dhandhekhoree,धंधेखोरी,धंधेखोरी
ubhregaa,उभरेगा,उभरेगा
anton,एंटोन,एंटों
apardarshi,अपारदर्शी,अपरदर्शी]
nihlaani,निहलानी,निहलानी
tivolee,टिवोली,तिवोली
hogis,होगिस,होगिस
winter,विंटर,विंटर
badalavaakar,बदलवाकर,बदालवाक
ghumaee,घुमाई,घुमै]
petaluma,पेटालुमा,पेतलुमा]
beeemdablyooem,बीएमडब्ल्यूएम,बीडमड्योबल]##
bakhshate,बख्शते,बख्शते
sanvedikaran,संवेदीकरण,संवेदीकरण
telon,तेलों,टेलों
ghummakkadon,घुमक्कड़ों,घुमकाकडून]
haanfte,हांफते,हाँफ्ट
farheen,फरहीन,फरहीं
james,जेम्स,जेम]#
kiratpur,कीरतपुर,किरतपुर
redding,रेडिंग,रेडिंग
shaq,शक़,शक]
surprise,सरप्राइज़,सर्पराइस]
kisanon,किसानों,किसानों
chalenge,चलेंगे,चलेंगे
yoder,योडेर,योडर]
stein,स्टीन,स्टेन
paithelojist,पैथेलॉजिस्ट,पैथेलोजिस्ट
labeling,लेबलिंग,लेबिलिं
ikthiyosis,इक्थियोसिस,इक्थियोसिस
liberation,लिबरेशन,लाइबरेश
phoodon,फूडॉन,फूड़ो
nanhein,नन्हें,ननेह]#
bhadauria,भदौरिया,भडौरिया
jatilaa,जटिला,जतिला
pahunchanee,पहुंचनी,पहुंचनी
raashtron,राष्ट्रोंं,राश्त्रों]
blossom,ब्लॉसम,ब्लॉसम
tandon,टंडन,टैंड
gadbadbadee,गड़बड़बड़ी,गड़बड़बाड़
sanasthita,संस्थिता,संस्थिता
yatraen,यात्राएं,यात्रें]
aadan,आदान,आदन]
javate,जावते,जवते]
niyuttiyon,नियुत्तियों,नियुत्तियों
bhishm,भीष्म,बीश्म
hundiya,हंडिया,हुंडिय
murgeepaalan,मुर्गीपालन,मुर्गीपालन
malekar,मालेकर,मलेकर]
loveland,लवलैंड,लोवलैं
mavey,मावे,मवे]
vikram,विक्रम,विक्रम
hanfte,हांफते,हैंफ्ट
barrackpore,बैरकपुर,बैराक्प
ghaziabad,ग़ाज़ियाबाद,गज़ीबाद]###
tarkon,तर्कों,तरकों]
spf,एसपीएफ,एसएपीए
artemis,आर्टेमिस,आर्टिमिस
aipp,ऐप्प,आईपी
jaiban,जयबाण,जयबन]
gairairaadatan,गैरइरादतन,गैरारादतन
vivekadhin,विवेकाधीन,विवेकधिन]
sabajooniyar,सबजूनियर,सबाजूनिय
faliya,फालिया,फलिया]
prekshakganon,प्रेक्षकगणों,प्रेक्षकगणों
purvaasiyon,पुरवासियों,पूर्वासियो
vipannata,विपन्नता,विपन्नता
maanga,मांगा,मांगा
ordanens,ऑर्डनेंस,आर्डनेंस
pradhan,प्रधान,प्रधान
abhiyuktonke,अभियुक्तोंके,अभियुक्तुओंक
viratkhand,विराटखंड,विरतखंड]
hijbul,हिजबुल,हिजबुल
vidyaon,विद्याओं,विद्याओं
manju,मंजू,मांज
chhawindra,छविंद्र,छविंद्र
chhupkar,छुपकर,छुपकर
doranda,डोरंडा,दोरंदा
saym,सायं,सेएम
mithhaiyaan,मिठाइयाँ,मिथाइयाँ
jeevvigyaniyon,जीवविज्ञानियों,जीवगिवानियों]#
pashtuun,पश्तून,पश्तुओ
brahraachaarinee,ब्रह्राचारिणी,ब्रह्राचारीनी
jerusalem,यरूशलेम,जेरूसेल
altamonte,एल्टामोंटे,अल्टमोंटे]
sihuntaa,सिहुंता,सिहुनता
hemwati,हेमवती,हेमवाट
koshadhikaaree,कोषाधिकारी,कोषाधिकारी
ashanka,आशंका,अशानक
bean,बीन,बी]
vaigyanikata,वैज्ञानिकता,वैज्ञानिकता
jheelon,झीलों,झीलों
robarto,रोबर्तो,रोबार्ट
shrirampur,श्रीरामपुर,श्रीरामपुर
manchiya,मंचीय,मंचिय
vasoolataa,वसूलता,वसूलता
morrison,मोरीसन,मोर्सि
mhagranth,महाग्रंथ,महगार्थन
transistor,ट्रांजिस्टर,ट्रांसिस्टर
sarvjaatiya,सर्वजातीय,सर्वजातिय
patotsav,पाटोत्सव,पटोत्सव]
houkee,हाॅकी,हौकी]
medithsan,मेडिथ्सन,मेदिथसां
udana,उड़ाना,उदाना]
saraaymohiuddeenpur,सरायमोहिउद्दीनपुर,सारायमिहोंदपुरुन]
petersburg,पीटर्सबर्ग,पेटरसबर्ग]
ranjkatha,रंजकता,रंजकाठ
diya,दीया,दिया
mohindar,माेहिंदर,मोहिंदर]
mastek,मस्टेक,मस्तेक
nirbadh,निर्बाध,निरबाध]
ehsaas,एहसास,एहसास
avrutiyon,आवृत्तियों,अवृतुयों]#
eshiyavan,एशियवन,इशियाव
thki,थकी,ठकी
turbine,टरबाइन,टरबाइन
dimaak,दिमाक,डिमाक
jodhpur,जोधपुर,जोधपुर
durdhara,दरदरा,दुरधा
khaastaur,ख़ासतौर,खास्तार
makrani,मकरानी,मकरानी
high,हाई,हिघ
fatahi,फटही,फताह
mariya,मारिया,मरिया]
ganv,गॉंव,गणव]
pendulam,पेंडुलम,पेंडुलम
aavishakaar,आविष्कार,आविषकार]
natijeh,नतीजेः,नातिजे
jeffersonville,जेफरसनविल,जेफर्सवेन
brahmasiddhi,ब्रह्मसिद्धि,ब्रह्मसिद्धि
tulshidas,तुलसीदास,तुलशिदास
reeta,रीता,रीता
charchaamanch,चर्चामंच,चर्चामां
pratikaaraa,प्रतिकारा,प्रतिकारा
tarkwaad,तर्कवाद,तर्कवाद
dabangon,दबंगों,डबंगों
hichkicha,हिचकिचा,हिचकिचा
sheershakon,शीर्षकों,शीरकाशों
dam,डम,डम
dviarthee,द्विअर्थी,द्विअर्थी
jawabah,जवाबः,जवाबा
bahumaan,बहुमान,बहुमान
jaanchkarata,जांचकर्ता,जांचकरता]
vandemaataram,वन्देमातरम्,वंदेमामतर]#
should,शुड,शाउ
agsta,अगस्ता,एजीएसट
neu,एनईयू,न्यू]
dastakhatshuda,दस्तखतशुदा,दस्ताखत्सह
surinama,सूरीनाम,सुरीनाम
kingkhan,किंगखान,किंगखान
taras,तरस,तार
rekannecting,रिकनेक्टिंग,रेकानेंटिग]
phaibrik,फाइब्रिक,फैबरिक]#
clair,क्लेयर,क्लेयर
chhejat,छीजत,छेजत
mominatolaa,मोमिनटोला,मोमिनेटला
virodh,विरोध,विरोध
arena,अरेना,अरेना
unionwaadi,यूनियनवादी,यूनिनावाडी
bamleshvaree,बम्लेश्वरी,बमलेश्वरी]
boca,बोका,बीओस
immaturity,इम्मैच्योरिटी,इमातुपृती]###
sansthaan,संसथान,संस्था
jin,जीन,जिन
dadrewa,ददरेवा,डडरेवा
kide,कीड़े,किडे]
karawanou,करावणौ,करवानो
putin,पुतिन,पुटिन
tankaar,टंकार,तनकार
khatakati,खटकती,खटकती
jadd,जड़,जैड
pushpa,पुष्प,पुष्प
gm,जीएम,जीएम
yusugi,युसूगी,युसुगी
korola,कोरोला,कोरोला
pyade,प्यादे,प्याडे
karavaayegee,करवायेगी,करवाएगी]
balaatkaariyon,बलात्कारियों,बलातकारियों]
jatatee,जताती,जताती
gurdaspur,गुरदासपुर,गुरदसपुर]
shreshthaswaroop,श्रेष्ठस्वरूप,श्रेष्ठासवरूप
shubhprabhaa,शुभप्रभा,शुभ्पभरा
europlast,यूरोप्लास्ट,यूरोप्लास्ट
rashtrabhakton,राष्ट्रभक्तों,राष्ट्रभक्तों
canterbari,कैंटरबरी,कैंटरबीर
communicators,कम्युनिकेटर्स,कम्मिकेनेटर्स
mahamanch,महामंच,महमंच]
conway,कॉन्वे,कॉनवे]
dwf,डीडब्ल्यूएफ,डीएवीएफ]###
reeves,रीव्स,रीव्स
dabhoi,डभोई,दभोई
bhootal,भूतल,भूतल
insaano,इंसानो,इंसानो
emily,एमिल,एमिल
vigyaanam,विज्ञानम,विज्ञानम
sapatey,सपाटे,सपते]
atwaal,अटवाल,अटवाल
hindan,हिंडन,हिंदन
aaufisaree,ऑफिसरी,आफीसरी
montclair,मोंटक्लेयर,मोंटकेलर]#
purnsveekrit,पुर्नस्वीकृत,पूर्णसवीकृत]
richardson,रिचर्डसन,रिचाडर्स
sandrbh,संदर्भ,संद्रभ
fargo,फार्गो,फर्गो]
aleem,अलीम,अलीम
saptakranti,सप्तक्रांति,सप्तक्रान्त
hr,एचआर,हीआर
imaandaari,इमानदारी,इमानादार
kontrekting,कॉन्ट्रेक्टिंग,कंट्रेक्टिंग]#
gangajal,गंगाजल,गंगाजल
gaur,गौर,गौर
adhikariyon,अधिकरियों,अधिकारियो
bandhan,बंधान,बंधन]
sendha,सेंधा,सेंधा
dablyoopidi,डब्ल्यूपीडी,डब्लेपुड़ी]
gravita,ग्रविटा,ग्रविता
lincoln,लिंगकन,लिंकोन
pravrittivigyanon,प्रवृत्तिविज्ञानों,प्रवृतिव्तजिंह]###
cementation,सीमेंटेशन,सेमेंटेशन
bagad,बगड़,बगड़
gentry,जेन्ट्री,जेंट्री]
datson,डैटसन,डेटसन
montebello,मोंटेबेल्लो,मोंटेबेलो]#
renewables,रिन्यूएबल्स,रेनेवेबल]##
naksalwad,नक्सलवाद,नक्सालवा
aitraz,ऐतराज़,एतराज]
itibhagwatee,इतिभगवती,इतिभगवात
niveshkarta,निवेशकर्ता,निवेशकर्ता
patkathayen,पटकथाएं,पटकथाये
kaabiletaarif,काबिलेतारीफ,काबिलेतरीफ]
bhaadas,भादस,भादा
bhogte,भोगते,भोगते
holding,होल्डिंग,होल्डिंग
dhatta,धत्ता,धत्ता
dhoron,धोरों,धोरों
upakhyanon,उपाख्यानों,उपख्यानों]
fayetteville,फयेत्तेविल्ले,फेयेटविले]###
stockton,स्टॉकटन,स्टॉकटन
brijesh,ब्रजेश,ब्रिजे
pratigya,प्रतिज्ञा,प्रतिज्ञा
badhaati,बढ़ाती,बढ़ाती
then,थेन,ठें
thomas,थॉमस,थोमस
dhyeywadi,ध्येयवादी,ध्येवयाडी
tuesday,ट्यूजडे,ट्यूसडी
wgpl,डब्ल्यूजीपीएल,वीजीपीएल]####
ovum,ओवम,ओवू
gati,गति,गती
nucleus,न्यूक्लियस,न्यूक्लस]#
kraar,क़रार,क्रार
purooshottamaachary,पुरूषोत्तमाचार्य,पुरोषोत्मताच्या]
manchanda,मनचंदा,मंचंदा
lahsun,लहसुन,लहसून
naqaab,नक़ाब,नकाब]
suja,सूजा,सुजा
mckenzie,मैकेंज़ी,मैकेनज़ी
purzon,पुर्जों,पुर्जों
bahunt,बहुंत,बहुंत
bravo,ब्रावो,ब्रेवो
amaanat,अमानत,अमानत
jhuthla,झुठला,झुठला
bush,बुश,बुश
chaukhate,चौखटे,चौखते
apar,अपर,अपर
asthetic,एस्थेटिक,एस्थिटिक
kshetradwara,क्षेत्रद्वारा,क्षेत्रवाद्र]
sajja,सज्जा,सज्जा
dhahaane,ढहाने,ढहाने
nariyalyukt,नारियलयुक्त,नारियल्युक्
jealous,जूलूस,जिलस]
kursiyo,कुर्सियॉ,कुरसियों
singhaadey,सिंघाड़े,सिंघाड़े
amy,एमी,अम्
antarmukh,अंतर्मुख,अंतरमुख]
thakkar,ठक्कर,ठक्कर
badbolepan,बड़बोलेपन,बडबोलेपन]
naxaliyon,नक्सलियों,नक्लाइयों
manner,मैनर,मेनर
himali,हिमाली,हिमाली
naksalavaad,नक्सलवाद,नकसलवाद]
half,हॉफ,हॉल
mahaadharmaadhyaksha,महाधर्माध्यक्ष,महाधारमध्यक्षा
parmoujood,परमौजूद,परमूजूद
tippanikar,टिप्पणीकार,टिप्पणिकर]
perels,पेरेल्स,पेरेल्स
bhapaee,भपाई,भपी]
beetaane,बीताने,बीताने
valve,वाल्व,वाल्व
dwirookta,द्विरुक्त,द्विरुक्त
eddie,एड्डी,एडीडी
jivaniyaan,जीवनियां,जीवनियां
panghal,पंघाल,पंघल]
khand,खंडा,खंड]
urvarkon,उर्वरकों,अर्वरकों
besin,बेसिन,बेसिन
giriwasiyon,गिरिवासियों,गिरिवासियों
paradhin,पराधीन,पराधिन
pukhtaa,पुख़्ता,पुख्ता]
achnera,अछनेरा,अचेनेर
carson,कार्सन,कारसन]
delta,डेल्टा,डेल्टा
tripura,त्रिपुरा,त्रिपुरा
alaymani,अलयमनी,अलायमा
kheda,खेड़ा,खेड़ा
nahargarh,नाहरगढ,नहरगढ़
shalimar,शालीमार,शालीमार
immaichyority,इम्मैच्योरिटी,इम्मैचियोरिटी
elendt,एलएंडटी,इलेंड]#
properphasebuk,प्रॉपरफेसबुक,प्रोपरफेबस]#
udanon,उड़ानों,उदानों]
mhajan,महाजन,महजन]
moses,मोसेस,मोसेस
bataayaaki,बतायाकि,बतायकी]
alai,अली,एली
ilectromeetar,इलेक्ट्रोमीटर,इलेक्ट्रोमीटर
amod,आमोद,अमोद
rookenge,रूकेंगे,रूकेंगे
maariya,मारिया,मारिया
raagon,रागों,रागों
aaipief,आइपीएफ,आईपीएफ
phalitartha,फलितार्थ,फलितार्थ
supachy,सुपाच्य,सुपच्यी
awashist,अवशिष्ट,अवाशिस्
ishat,ईष्ट,इशत]
rate,रेट,रते
aata,आटा,आता
mahalon,महलों,महलों
warishthon,वरिष्ठों,वारिश्थो
jalapot,जलपोत,जलापो
katrina,कैटरीना,कतरीना]
jismafaroshee,जिस्मफरोशी,जिस्पाराहो
salary,सैलरी,सालार
raza,रज़ा,राज़
rectare,रैकेटियर,रेक्टर]#
basil,बेसिल,बसील]
badhaataa,बढ़ाता,बढ़ाता
charanbaddha,चरणबद्घ,चरणबाध्
bhadkaya,भड़काया,भड़काया
sahityotsav,साहित्योत्सव,साहित्योत्सव
naraseepura,नरसीपुरा,नरसीपुरा
samjhunga,समझूंगा,समझुंगा
chandrapur,चंद्रपुर,चंद्रपुर
sarkaa,सरका,सरका
dhaah,ढाह,ढाह
praudh,प्रौढ,प्रौध
ahitakaaree,अहितकारी,अहितकारी
darawani,डरावनी,दरावाण
belinda,बेलिंडा,बेलिंदा
alayamanee,अलयमनी,अलयमनी
datsun,डैटसन,दतसुन
ate,अते,एटी
fasteners,फास्नर्स,फास्टरन्
bangravala,बंगरावाला,बंगरवाला]
saira,सायरा,सैरा]
atthas,अट्टहास,अट्थास]
nirdal,निर्दल,निरदल]
mahbubnagar,महबूबनगर,महबुबनगर
daratey,डराते,दरते]
valkkan,वल्कन,वालका
khastaur,ख़ासतौर,खस्तौर]
barsaai,बरसाई,बरसाई
ananddaayak,आनंददायक,आनंददायक
banbi,बांबी,बनबी]
toh,तो,टो
asmanye,असमान्य,असमाने]
wipannta,विपन्नता,विपंतना]
spast,स्पस्ट,स्पास्
amzera,अमझेरा,अम्जेर
bechakar,बेचकर,बेचाक
ghatabadh,घटबढ़,घटाबा
kaushalta,कौशलता,कौशलता
machine,मशीन,मशीन
wireless,वायरलेस,वायरलेस
fainn,फैंन,फेन]
gaano,गानो,गानो
khambhat,खंभात,खम्भट
kyooaaeepeees,क्यूआईपीएस,क्यूआईपी]#
dublin,डबलिन,डब्लि
mta,एमटीए,एमटीए
samruddhiyon,समृद्धियों,समरुद्धियो
radhakrushnadas,राधाकृष्णदास,राधकुरसंधास]
kaansting,कांस्टिंग,कांस्टिंग
idukki,इड्डुक्कि,इदुक्की]#
industrial,इंडस्ट्रियल,इंडस्ट्रियल
bharatwanshee,भारतवंशी,भारतवंशी
maangi,मांगी,माँगी
robins,रॉबिंस,रॉबिंस
vladimir,व्लादिमीर,व्लादिमिर
pehowa,पेहोवा,पहोवा]
bagh,बाग,बाघ
ummidwaaree,उम्मीदवारी,उम्मीदवारी
saafgoi,साफगोई,साफगोई
koottaa,कूत्ता,कूट्टा
adain,एडेन,अदैं
grenite,ग्रेनाइट,ग्रेनाइट
ustara,उस्तरा,उस्तार
dhundhta,ढूंढता,ढूंढ़त
sangheeyataa,संघीयता,संघियता
kumari,कुमारी,कुमारी
depthiriya,डिप्थीरिया,डेप्थिरिया
adchane,अड़चने,अद्चने
koriyaah,कोरियाः,कोरियाह
prapat,प्रपात,प्रपत]
chhudawaaya,छुड़वाया,छुड़ावाय
suiyan,सूइयां,सुइयाँ
veronika,वेरोनिका,वेरोनिका
schaeffler,स्कैफलर,शेफलर]#
jyaadaa,ज़यादा,ज्याडा
potter,पॉटर,पॉटर
media,मीडिया,मेडिया
yarushalem,यरूशलेम,यरुशलेम
pichde,पिछड़े,पिचड़े
letaseng,लेटसेंग,लेटेसें
arthavyawasthataaon,अर्थव्यवस्थताओं,अर्थव्यवस्थातन]
kakoo,काकू,काकू
nirdeshika,निर्देशिका,निर्देशिका
seto,सेटो,सेटो
navate,नवाते,नवते]
samvedansheelata,संवेदन्शीलता,संवेदनेश्यरा
roadrej,रोडरेज,रोडरेज
chhahon,छहों,छहों
laphj,लफ्ज,लफ्ज
vanshvad,वंशवाद,वंशवाद
rohtak,रोहतक,रोहतक
atakta,अटकता,अटक्त
baawaraa,बावरा,बावरा
kribarabh,कृबरभ,क्रिब
prakashakah,प्रकाशकः,प्रकाशाच
styrolution,स्टायरोल्यूशन,स्ट्यरोलॉटियन
apaardarshi,अपारदर्शी,अपारदरशी]
bengaluru,बेंगलुरु,बेंगलुरू
andhapan,अंधापन,अंधापन
mainan,मैनन,मैना
kyaah,क्याः,क्याह
formulae,फार्मूले,फॉर्मुले
hamalavar,हमलावर,हमालवर
amavasya,अमावस्या,अमावस्य]
purvapekshaaon,पूर्वापेक्षाओं,पूर्वपेक्षाओं]
daishawaalaa,डैशवाला,दैशावाल
oklahoma,ओकलाहोमा,ओकलाहोमा
darmait,डारमैट,दर्माइ
sahakalakar,सहकलाकार,सहकलाकर]
fatma,फातमा,फत्मा
khalati,खलती,खलती
dayitva,दायित्व,दयित्व]
kyusaiks,क्यूसैक्स,क्यूसैक्स
tolakarmee,टोलकर्मी,तोलकर्मी
version,वर्शन,वर्सि
parisamvad,परिसंवाद,परिसमवाद
immune,इम्युन,इम्मुन
bachti,बचती,बचती
utilities,यूटिलिटीज,यूटीलाइटि
malmaas,मलमास,मालमा
cadmium,कैडमियम,कैडमियम
antioch,एन्टीओक,एंटीक]#
khatedaar,खातेदार,खतेदार]
mohini,मोहिनी,मोहिनी
vishwasniiyataa,विश्वसनीयता,विश्वासनीयत
rehman,रहमान,रहमान
kanblon,कंबलों,कानबलो
aaryika,आर्यिका,आर्यिका
marrej,मैरेज,मार्र
chheenk,छींक,छींक
phalata,फलता,फलता
baagoraa,बागोरा,बागोरा
pakaude,पकौड़े,पकौड़े
lucie,लूसी,लूसी
fatehgadh,फतेहगढ़,फतेहगढ़
grahanakaal,ग्रहणकाल,ग्रहनकाल
jobs,जॉब्स,जेब]#
sadanand,सदानंद,सदानंद
dutt,दत्त,ड्ट्
murgeepalan,मुर्गीपालन,मुर्गीपलन]
lurhakate,लुढ़कते,लुर्हकत
palmonari,पल्मोनरी,पालमोनार
win,डब्ल्यूआईएन,विन]#######
ubhaara,उभारा,अभारा
beck,बेक,बीक
padaraunaa,पडरौना,पदारौन
bandhate,बांधते,बंधते]
kapoor,कपूर,कपूर
sevaala,सेवाला,सेवाला
vershan,वर्शन,वेरशा
chidhate,चिढ़ते,चिधाते
thane,थाणे,थने]
nikalogi,निकलेगी,निकालोग
mogali,मोगली,मोगाल
dredger,ड्रेजर,ड्रेडग
nagarik,नागारिक,नागरिक]
gajipur,गाजीपुर,गजीपुर]
vadak,वादक,वड़क
mitchell,मिचेल,मिचेल
gyatvy,ज्ञातव्य,ज्ञावटी]
standhaari,स्तनधारी,स्तानधार
dhoraaji,धोराजी,धोराजी
abdunnaasir,अब्दुन्नासिर,अब्दुनासिर]#
vishvwandhya,विश्ववंद्या,विश्ववंध्य]
satyaarthprakash,सत्यार्थप्रकाश,सत्यार्थप्रसाच
shivamogga,शिवमोगा,शिवामोग
ghumakkdi,घुमक्कड़ी,घुमक्कड़ी
gayen,गाएं,गेयन
chee,ची,ची
theateron,थिएटरों,थेटरों]
anadhikaarik,अनाधिकारिक,अनाधिकारिक
shasak,शासक,शासक
hines,हाइंस,हिनेस
bettiah,बेतिया,बेटिया
dhatna,धटना,ढटना
rahamat,रहमत,रहमत
motihari,मोतिहारी,मोतिहरी]
pearson,पियरसन,पीयर्स
ujback,उज़्बेक,यूजीबैक
wheeling,व्हीलिंग,व्हीलिंग
pythogaras,पाइथागोरस,पायथोगारा
wipro,विप्रो,विप्रो
kaabiletaareef,काबिलेतारीफ,काबिलेतरीफ]
jamaate,जमाती,जमाते
pulam,पुलम,पुलम
daubaaraa,दौबारा,दौबारा
portillo,पोर्टिलो,पोर्टिलो
adhik,अधीक,अधिक
dhumrapaan,धुम्रपान,धुम्रापण
daampatya,दांपत्य,दामपत्य
jamudiya,जामुड़िया,जमुदिया]#
pedoo,पेडू,पेडू
pipra,पिपरा,पिप्र
blair,ब्लेयर,ब्लैयर
communications,कम्यूनिकेशन्स,कम्मुनिकेशन]#
alayans,अलायंस,अलायनो
aradas,अरदास,अरदस]
gudna,गुदना,गुड़न
just,जस्ट,जस्ट
aawajon,आवाज़ों,आवाजों]
benvar,बेंवर,बेनवा
amarillo,अमारिलो,अमरिलो]
bramhaand,ब्रह्माण्ड़,ब्रम्हांड]#
dikhai,दिखार्इ,दिखाई]#
tantro,तंत्रों,तंत्रो]
aasan,आसान,आसन]
tuglakabad,तुगलकाबाद,तुगलाकबाद
sutton,सट्टन,स्तूत
kandrour,कंदरौर,कांद्र
khanna,खन्ना,खन्ना
nikalani,निकालनी,निकालनी
dibanoo,डिबनू,दिबान
immachyoritee,इम्मैच्योरिटी,इम्माचियोरिटी
tolaasan,तोलासन,तोलासन
jaanaakaree,जानाकरी,जानकारी
liwaal,लिवाल,लिवाल
engeline,एंजेलिन,इंजेलिन
rushitaa,ऋषिता,रुशित
flint,फ्लिंट,फ्लिंट
vrishchikahsaptah,वृश्चिकःसप्ताह,वृश्चिचागप्षमा
aasmatee,आसमती,आसमती
girkar,गिरकर,गिरकर
vaigyaanik,वैज्ञानिक,वैज्ञानिक
bishadhee,बिशड़ी,बिशाधी
phoolatee,फूलती,फूलती
punahsthapana,पुनःस्थापना,पुनःस्थपणा]
badh,बाध,बढ़
gandha,गंध,गंध
chakshu,चक्षु,चक्षु
miktaam,मिकटॉम,मिकताम
liidaron,लीडरों,लिदारो
zabardast,ज़बर्दस्त,ज़बरदस्त]
stuti,स्तुति,स्तुति
aurato,औरतो,औरतो
heblikar,हेब्लिकर,हेबलीकर]
rattebaajee,रट्टेबाजी,रत्तेबाजी
francisca,फ्रांसिस्का,फ्रेंसिस्का
mumba,बंबा,मुम्
pratiyukti,प्रतियुक्ति,प्रतियक्ति]
darati,डराती,दरती]
pranon,प्राणों,प्रनों]
madison,मेडिसन,मैडिसन
nibhaaegee,निभाएगी,निभाइगी
myers,मयर्स,माइजर
kashyap,कश्यप,काश्य
brigadier,ब्रिगेडियर,ब्रिगाडियर
ambikaaon,अम्बिकाओं,अम्बिकाओं
hogaah,होगाः,होगाह
ishaak,इशाक,ईशाक
sumi,सुमि,सुमी
deshbhaktimaya,देशभक्तिमय,देशभक्तिमय
dharmapatriyaan,धर्मपत्रियां,धर्मपत्रियां
krishnanagar,कृष्णानगर,कृष्णनगर]
ea,ईए,ईए
aayudhnirmaanee,आयुधनिर्माणी,आयुद्धिरमणी]
taaja,ताजा,ताजा
ajasra,अजस्र,अजस्र
fijulkharchi,फिजूलखर्ची,फिजुलखर्ची
mantrayon,मंत्रयों,मंत्रयों
tanta,तांता,तांता
dealership,डीलरशिप,डीलरशिप
chapel,चैपल,छापे
dhwanimikon,ध्वनिमिकों,ध्वानिमिको
education,एजुकेशन,एडकाशन]
jarakh,जरख,जरख
neet,नीट,नीत
jilawaasiyon,जिलावासियों,जिलवासियों]
samprabhuta,संप्रभुता,संप्रभुता
kasegaa,कसेगा,कसेगा
pakanevala,पकानेवाला,पकनेवाला]
deepn,दीपन,डीपी
kalasaanaa,कलसाना,कलासान
mugaalataa,मुगालता,मुगलता]
tokne,टोकने,टोकने
falibhoot,फलीभूत,फलिभूत
gyonth,ग्योंठ,ज्योंथ
dikhaai,दिखार्इ,दिखाई]#
shaamjeebhaaee,शामजीभाई,शामजीभाई
pahnaakar,पहनाकर,पहनाकर
kisaani,किसानी,किसानी
udhaaradaataaon,उधारदाताओं,उधारादाताओ
ramtek,रामटेक,रामतेक
wyaakhyaatmaktaa,व्याख्यात्मकता,व्याख्यात्मकता
somvaar,साेमवार,सोमवार]
vista,विस्टा,विस्ता
polimer,पॉलिमर,पोलीमर
raktaabh,रक्ताभ,रक्ताभ
bhugta,भुगता,भुगता
bhrashtachareeyon,भ्रष्टाचारीयों,भ्रष्टाचारियों
khatakti,खटकती,खटकती
mukhyamantriyon,मुख्यमन्त्रियों,मुख्यमंत्रियों]
mad,मैड,मड़
kakshaang,कक्षांग,कक्षांग
jain,जैन,जेन
mahin,महीन,महिं
survana,सुर्वणा,सुरवाना
baangarotiya,बांगरोटिया,बांगरोरिया
rasaayanik,रसायनिक,रसायनिक
aurora,औरोरा,औरोरा
chamchagiree,चमचागिरी,चमचागिरी
ncrwc,एनसीआरडब्ल्यूसी,एनसीआरसीवी]####
ainthey,ऐंठे,ऐइंट
essel,एस्सेल,इसे]##
deshsewa,देशसेवा,देशसेवा
ilectrotecs,इलेक्ट्रोटेक्स,इलिक्ट्रोटिक]#
workcharge,वर्कचार्ज,वरक्चर्ग]
kaarwaai,कार्वाई,कारवाई]
jhanktaa,झांकता,झंकता]
urgent,अर्जेंट,यूर्जें
sapraman,सप्रमाण,सप्रमन]
maurya,मौर्यों,मौर्या]
jini,जिनी,जिनी
jagadeeshachandra,जगदीशचंद्र,जगदेशिद्चा
asurakshit,असुरक्षित,असुरक्षित
kaavyoktiyaan,काव्योक्तियां,काव्योक्तियाँ
alnkaar,अलंकार,अलंकार
svadpremiyon,स्वादप्रेमियों,स्वादप्रेमियों
jaatak,जातक,जाटक
rollers,रोलर्स,रोलर्स
ashaktataa,अशक्तता,अशक्तता
kaathiyavadee,काठियावड़ी,काठियावड़ी
aavriti,आवृत्ति,आवृति]#
vidyaayein,विद्याएं,विद्ययें
vidhivat,विधिवत,विधिवत
raadhe,राधे,राधे
mukhyamantrisamvaaddaata,मुख्यमंत्रीसंवाददाता,मुख्ममंत्सविस्तानाद]
praansangalee,प्राणसंगली,प्रांसांगल
